comment,user,content,now_time,id,assist,transmit,url
,淡眸轻嘹花下影,",微信辅助20一单 不垫付 不要会费 纯赚 只要广东、广西、湖南、重庆、江苏的宝宝,做的加QQ1483568517.  不符合要求别来。 ,",2017年11月26日 10:07,FwQjqCp5P,0,,https://weibo.cn/comment/FwQjqCp5P?uid=5671425371&rl=1
,黑暗中的旅行,"寶寶 我就给, 的, 刷屏打榜怎么着吧？,",2017年11月26日 10:07,FwQjt0Em7,0,,https://weibo.cn/comment/FwQjt0Em7?uid=2168905694&rl=1
,慈善螃蟹A,这俺就搞不明了，以往发生些类似恶性事件警方都会在第一时间将单位负责人和相关当事人控制，并邀功式报道。但这次很反常，在官方还没公佈真相前先急撤了园长职，刑拘小教师，行拘造谣网民。一个幼儿小教师如没有上级指使有胆有权干这事吗？这样操作性调查处理不得不让人产生水太深了的狐疑。[疑问],2017年11月26日,FwPSaDNtZ,0,3,https://weibo.cn/comment/FwPSaDNtZ?rl=1
2,王丽萍编剧,"我们的《生活启示录》走进蒙古国专题节目来了，敬请收看东方卫视11月27 日周一晚 《东方看大剧——中国优秀电视剧蒙古热播》，播出时间 21:15:05，我和导演夏晓昀，演员胡歌、闫妮在蒙古国的观众见面会节目，谢谢。 ,胡歌胡子拉碴的[思考],支持丽萍姐",2017年11月25日 12:43,FwHU1q6al,1263,570,https://weibo.cn/comment/FwHU1q6al?rl=1
25,王俊凯今天犯规了吗,", [音符], ,他,拥有倾国倾城的容颜,当阳光照在脸上,光线勾勒出他的美好, ,王俊凯王俊凯, 太好看了,[蓝心], [羞嗒嗒][羞嗒嗒], ,逆生长的贝贝[好喜欢],  ,  乖乖小哥哥迎着朝阳出发啦…[飞机]️[爱你], ,对又幼又嗲的你我真是没有半分抵抗力,温暖的阳光",2017年11月26日 09:52,FwQdywEpt,73,39,https://weibo.cn/comment/FwQdywEpt?rl=1
,taotao_66242,"发表了博文《养蚕》暑假，我在家养蚕。那天，妈妈过来，给我了一个小瓶子，说：“好好养它吧，可有趣哩！”我打开一看，原来是6条小小的、黑黑的蚕宝宝。我拿了张干净的白纸，又从杂物堆里找出一个纸箱，用纸垫上，,",2017年11月26日 10:06,FwQj1sfgx,0,,https://weibo.cn/comment/FwQj1sfgx?uid=2936347084&rl=1
25,JuneKing来福,"我制作了, 第123集 BEASTBOX-猛兽匣-MOMA&ELEPHINX-猛犸,猛兽匣系列的小家伙们又一次让玩具由“摆件”回归到了“摆弄”的玩法！为了让更多朋友体验“摆弄的爽快”来一波【转发抽奖】：关注, 转发本条微博并@ 三位好友。12月2日晚上8点通过, 抽出3位朋友，每人随机送出MOMA或ELEPHINX其中一只。,优酷：,B站：,今日头条：, , , , , , , , , , , , , , , , , , , , , , , , ,好运加油,  ,    ,  , , , , , , 来来来",2017年11月26日,FwN9R4r3G,26,58,https://weibo.cn/comment/FwN9R4r3G?rl=1
,蒂爱慕婚纱摄影常州店,宝宝们~你们穿秋裤了吗？[哈哈],2017年11月26日 10:06,FwQj4qllX,0,,https://weibo.cn/comment/FwQj4qllX?uid=5804670418&rl=1
,阿盛Issac森,【春季如何有效预防宝宝感冒】1.平时应该注意宝宝的耐寒力锻炼，提高抵抗力。2.不与感染病症的人接触。3.宝宝发烧时，应多给饮白开水，多吃蔬菜水果。4.居室内保持空气新鲜。5.已经患上感冒的宝宝，适宜的护理是非常重要的。6.平时要养成常洗手的习惯。,2017年11月26日 10:07,FwQjywOeS,0,,https://weibo.cn/comment/FwQjywOeS?uid=3634088072&rl=1
,红包小队长,"营养世界儿童婴幼儿宝宝海苔无添加,券后：【￥9.9】,券+拍：,",2017年11月26日 10:06,FwQj4sbhJ,0,,https://weibo.cn/comment/FwQj4sbhJ?uid=2295531303&rl=1
,冯敬尧,"一秒酸成宋小宝,宝宝演技炸裂",2017年11月26日 10:07,FwQjA2ICj,0,,https://weibo.cn/comment/FwQjA2ICj?uid=1342096231&rl=1
1051,YXZHty,"十六歳お誕生日おめでとうございます[可爱] ,睡觉啦宝宝,回复,:小傻瓜[doge],迟到的生日快乐，偷偷告诉你，昨天也是我生日哦[爱你],回复,:早起哦[并不简单],回复,:早上好呀,回复,:可以更新自拍啦宝宝！！,回复,:看到的太晚了[傻笑], 芳芳今天起的很早啊，祝福不会迟到，看到之后依旧满满的感动啊[羞嗒嗒]，早安[鲜花]//,:才看到 谢谢哈[喵喵],回复,:手机刚拿到吗,回复,:起这么早的？,回复,:？, 早上好，您是才拿到手机吧[喵喵]//,:才看到 谢谢哈[喵喵],回复,:早上好呀 今天发微博吗？晚安博主？ψ(｀∇´)ψ",2017年11月22日 23:48,FwjYurdpX,3681,1214,https://weibo.cn/comment/FwjYurdpX?rl=1
,青菜虫不活一万年04,",等到我结婚摆喜酒那天，就把我老公的前女友单独弄一桌，然后我挨个敬酒，谢谢你们用最美丽的年华陪伴了他最空虚的童年。他现在长大了，终于知道分清好坏了，知道需要什么样的女人了。。。",2017年11月26日 10:07,FwQjzr3Bm,1,,https://weibo.cn/comment/FwQjzr3Bm?uid=3293205301&rl=1
58,王俊凯的章鱼丸子,"今日的王俊凯饭拍1p , ,就是这个[doge][doge] ,哈哈哈哈哈啊,哈哈哈哈,噗[笑cry],凯喵本喵[太开心],  ,啊啊啊啊啊啊,好形象啊炸毛逆光[哈哈][哈哈],哈哈哈哈哈笑哭[允悲][允悲],是了,介锅[喵喵] ,王俊凯是个巨可爱的小可爱吖",2017年11月26日 09:47,FwQbCf9T9,213,102,https://weibo.cn/comment/FwQbCf9T9?rl=1
,广州半永久-赫拉美,"[红心] 【Hera  作品】, ,很多姑娘纹眉，不是不会画，也不是没时间画，只是不想“见光死”太假，不想卸妆落差太大的姑娘，来hera做一对“真眉毛”吧[来][来],宝宝做完在操作美瞳线了，一会上效果[亲亲] ,",2017年11月26日 10:07,FwQjCnor1,0,,https://weibo.cn/comment/FwQjCnor1?uid=3869627638&rl=1
,S-tephen-威,"这是我的早餐吗？不多不多，宝宝正在长身体[笑cry][笑cry][笑cry][笑cry][笑cry] ,",2017年11月26日 10:07,FwQjC6Y7n,0,,https://weibo.cn/comment/FwQjC6Y7n?uid=5423977046&rl=1
,闹心的女汉子,【如何给新生儿剪指甲？】新生儿的指甲生长是非常迅速的，有些宝宝，出生时就有长长的指甲，所以需要马上剪掉，不然宝宝很容易划伤自己。而且长指甲很容易藏污纳垢，滋生细菌，成为疾病的传染源。,2017年11月26日 10:07,FwQjD0fA3,0,,https://weibo.cn/comment/FwQjD0fA3?uid=5034192322&rl=1
3,offffeasy,", ,奶，奶凶，凶 ,喜欢得都要死了[泪]太喜欢了,回复,:图片评论 ,我站奶[吃瓜]",2017年11月25日 18:49,FwKiJoO9y,102,132,https://weibo.cn/comment/FwKiJoO9y?rl=1
,飞走路带风,"我还是个宝宝 ,",2017年11月26日 10:06,FwQjdiMfA,0,,https://weibo.cn/comment/FwQjdiMfA?uid=2363130881&rl=1
,雕刻时光721,"我的美月宝宝[心][心] ,",2017年11月26日 10:06,FwQjf3IRT,0,,https://weibo.cn/comment/FwQjf3IRT?uid=2984250810&rl=1
,严严严小彩,太冷了我还是睡着算了假装听不见宝宝哭[嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘][嘘],2017年11月26日 10:06,FwQjfnWBj,0,,https://weibo.cn/comment/FwQjfnWBj?uid=2317316062&rl=1
2,小兽睡睡,"我有时候没事儿就会翻看我以前的微博，有了宝宝之后百分之八十的微博都和宝宝有关，虽然也好玩，还是以前的更有看头，更丰富。为了让你们多认识认识以前的我，我会不定期换置顶的[吃瓜] ,命中注定在一起唉[可爱],沙发",2017年11月26日 10:06,FwQjf2JkZ,2,,https://weibo.cn/comment/FwQjf2JkZ?uid=1748332981&rl=1
,Cc---Yang,"加油宝宝们，考过以后我们就是同事啦！ ,",2017年11月26日 10:06,FwQjjc98V,0,,https://weibo.cn/comment/FwQjjc98V?uid=1827906981&rl=1
1122,王嘉尔,"D-4,O - [OK.? ],-11月30号- , ,啊啊啊啊啊啊啊！！！终于要来了！！！！[绿心]天哪！一早就！要！爆鼻血！！！啊啊啊啊！腹肌腹肌！omg！oh！天！[抓狂][大哭]王嘉尔！你在玩火啊！[大哭]😫好期待啊啊啊啊！！！,啊啊啊啊啊啊，太性感了，期待Okay![舔屏][舔屏][舔屏][舔屏],回复,:[绿心][绿心][绿心][绿心][绿心][绿心],回复,:你咋这好看,okokokokok！！！！！,简直ok到飞起啦[绿心],回复,:期待,回复,:旋转跳跃,哈哈哈哈哈你上次采访还说不扣三个扣子，你这不是全没扣嘛！继续保持！爱你呦！,  天啊啊啊啊,okokokokok,回复,:好脐带",2017年11月26日 10:06,FwQiZ6pFI,2487,655,https://weibo.cn/comment/FwQiZ6pFI?rl=1
7439,九牧Jomoo,",全屏画面，打破视野局限，扩展家的更多可能。九牧智能厨卫，让家不止于想象!带话题转发微博，抽金立M7一部。, ,全屏画面，打破视野局限，扩展家的更多可能。九牧智能厨卫，让家不止于想象!金立M7,66666, 抽我！！ ,给你全新的享受 [喵喵] [抱抱],在迪信通买过手机 [思考] [鼓掌],表白 [doge] [二哈][爱你]",2017年11月21日 12:00,Fw5Uxi5Wy,3732,128938,https://weibo.cn/comment/Fw5Uxi5Wy?rl=1
1,無門Himitsu和,"【1126 お誕生日おめでとう】,智くん、お誕生日おめでとう[抱抱],不太会说话 总之希望以后也要身体健康一切顺利[抱抱],君がいること、最高のプレゼント。 , ,[蛋糕]",2017年11月25日 23:00,FwLWqmsLM,100,234,https://weibo.cn/comment/FwLWqmsLM?rl=1
59,唯夏与秋,", ,转发和评论里抽一个俊凯同款兔耳发箍和一个71.5元，微信和支付宝均可。担源不毒，微博有给小源的打榜纪录就行。月榜得了冠军就抽。 , , 加油，我们得保持住领先，骄傲比辣耳朵歌早一点发布，我们时间更少,  打榜打榜打榜打榜打榜打榜打榜打榜[加油][加油],  , 加油[强壮],骄傲第一 第一骄傲,来啦来啦来啦来啦加油打榜, 抽奖来一发~~, , , 试一试,[嘻嘻]",2017年11月24日 13:14,FwyG5xDt5,24,79,https://weibo.cn/comment/FwyG5xDt5?rl=1
,rmtr,",自己拉着站起来，看到不一样的环境，麻麻我好开心啊[嘻嘻][嘻嘻][嘻嘻][嘻嘻]",2017年11月26日 10:00,FwQgJj3Kn,0,,https://weibo.cn/comment/FwQgJj3Kn?uid=1975118662&rl=1
,小娘,"“把一个人的温暖，转移到另一个的胸膛”,“怎么了，失恋了么？”,“暖宝宝让人家抢走了”",2017年11月26日 10:00,FwQgJDzgz,5,,https://weibo.cn/comment/FwQgJDzgz?uid=6350093876&rl=1
74,兔晓白,"主人给刺猬洗澡时，把小黄鸭也放在“浴池”里了，小刺猬和小黄鸭一起泡澡，这个组合也太萌了吧...[憧憬]敲可爱啊～,  ,萌萌哒,回复,:[允悲],回复,:[doge][doge][doge],又想骗我养刺猬[怒]（可是真的好萌啊[憧憬],我可能要养刺猬了,我怕我会不小心一脚把它踩死，太小了[黑线][黑线],密集恐惧,想骗我养刺猬[允悲],回复,:所以歪果仁不相信这些吧……,回复,:[笑cry][笑cry][笑cry],回复,:是啊是啊我也听说过, 好可爱呀",2017年11月26日,FwPaoBSDU,275,81,https://weibo.cn/comment/FwPaoBSDU?rl=1
,Cocodemer产后修复中心,【谁还不是个宝宝啊！3岁小表叔带2岁小侄女买零食，侄女走丢了[允悲]】网友纷纷戏称：这么大个人了咋连个孩子 都看不住？又不是一两岁的小孩子了！都三岁了呢！[doge],2017年11月26日 09:59,FwQgjCA6i,0,,https://weibo.cn/comment/FwQgjCA6i?uid=1982130135&rl=1
3,持家小喵,"先领券 10点拍！！抢白菜了！！领券蹲抢啊~[鼓掌][鼓掌],馥佩护手霜拍2件共发12支 券后13  之前5支就14了 这个牌子的护手霜特别好用，各大超市都有卖的，比这个贵多了~,领券&下单：, , ,没券了,买买买[哈哈]",2017年11月26日 09:32,FwQ5jkfqR,1,1,https://weibo.cn/comment/FwQ5jkfqR?rl=1
,圈滚滚-肉嘟嘟,跑到宠物医院 就这样了[允悲][允悲][允悲],2017年11月26日 09:38,FwQ7P5Et3,0,1,https://weibo.cn/comment/FwQ7P5Et3?rl=1
,万方科技学院学生会,"所有的动力都来自内心的沸腾。 ,如果你做不到一件事， ,无论是搞好关系，还是寻找爱人，还是减肥， ,都是因为你还没有真正想做。  ,早安 工商宝宝 [哈哈],这个周末 开心吗[爱你][爱你]",2017年11月26日 09:58,FwQg3nRZY,0,,https://weibo.cn/comment/FwQg3nRZY?uid=3776981565&rl=1
,schwert_贤真,勿早了，阿拉schwert，会的刚，会的笑，会的要吃额，还会的捆宝宝！,2017年11月26日 10:00,FwQgD8JaQ,0,,https://weibo.cn/comment/FwQgD8JaQ?uid=5792888402&rl=1
3,Cate的故事在壳儿床上,"嗷嗷啊[求关注]心化了！ ,[哈哈],真想抱抱她[熊猫],哦我的小奶猫[心][心][心]",2017年11月26日,FwN4WpYbQ,17,39,https://weibo.cn/comment/FwN4WpYbQ?rl=1
,萌煮辅食,", 【咖喱鱼丸蔬菜面】, ,推荐指数：⭐️⭐️⭐️⭐️,用自制鱼丸搭配蔬菜煮了一碗咖喱面，味道真的太赞啦😋颜色也会让宝宝食欲大开，哈哈～, 顺便透露一个小秘密，我们在谋划一个新的产品，关于宝宝主食的，我保证百分之99的宝宝都吃过！会是什么呢？一起期待吧！",2017年11月26日 09:59,FwQgjiFyG,1,2,https://weibo.cn/comment/FwQgjiFyG?uid=5073481692&rl=1
,李奕霏,"既然总有人要赢，那为什么不能是我呢？,是的，最热爱的行业[圍觀],“或许我就是天意。”,",2017年11月26日 09:59,FwQgjkXDt,1,,https://weibo.cn/comment/FwQgjkXDt?uid=5992867329&rl=1
,miss999123,",",2017年11月26日 09:58,FwQg08OaW,0,,https://weibo.cn/comment/FwQg08OaW?uid=2019709067&rl=1
,信息时报,"【改善蝴蝶袖＋腋下赘肉+虎背熊腰】认真看，是超有效。没什么要领，就只要坚持做，按时做，别放弃！众多宝宝反应练习15天之后你会看到你的手臂会小一圈，副乳也会消失！建议马了慢慢练[来] ,",2017年11月26日 09:59,FwQgjBSFQ,3,,https://weibo.cn/comment/FwQgjBSFQ?uid=1750553234&rl=1
4,Suki堂本Yukiki,"【KinKi Kids扫图】第九张真的喵~ ,中间的刚真的好清纯啊！！！, 给你驱除病魔, , , , , , , 今日的份儿",2017年11月25日 22:03,FwLzkCrnv,55,128,https://weibo.cn/comment/FwLzkCrnv?rl=1
5,数不过来,"20131013－20171125，谁能比xq更懂养成的满足感 ,小奶包长大了, ,嗯[悲伤],是的是的我注意到osh就是因为发现他长高了…“这还是我上次看见的那小孩吗？怎么长大了好多？”从那时起开始对他很好奇…很有养成感…然后就不可救药的爱上了他…,[求关注][求关注], , , , 表白人美心善吴世勋[樱花]翩翩少年吴世勋[花痴]玉树临风吴世勋🌬清新俊逸吴世勋[红心]堂堂正正吴世勋[飞吻]可奶可酷吴世勋[橙子]仪表堂堂吴世勋🐾为吴世勋疯狂打call[郁金香][跪了][跪了][跪了][二哈][二哈][二哈]",2017年11月25日 21:42,FwLqWAhRd,42,109,https://weibo.cn/comment/FwLqWAhRd?rl=1
4,CKG48,",  快赶走瞌睡虫，开启彩色缤纷的新一天吧！CKG48 Team C, ,[爱你][爱你],(((o(*ﾟ▽ﾟ*)o)))待会儿见！,[太阳],早",2017年11月26日,FwPFMFzzn,52,3,https://weibo.cn/comment/FwPFMFzzn?rl=1
1,优惠分享君,"【12.8】萱草旗舰店-暖宝宝贴20片       反馈蛮好的，小仙女可以多入点[二哈][二哈]图案也萌萌哒~, ,领券&下单:",2017年11月26日 09:56,FwQfcd3x7,9,,https://weibo.cn/comment/FwQfcd3x7?uid=5217890053&rl=1
,用户6338436450,【牙膏含氟防龋效果好 孩子能不能用？】含氟牙膏的含氟量是有限的，家长们可根据孩子的年龄选择适合的含氟牙膏。目前无确切数据表明氟牙症与含氟牙膏有直接关联，无需过分担心。儿童低氟牙膏中的含氟量相对于宝宝的日常摄入需求量来说并不多。,2017年11月26日 09:56,FwQf7tzXN,0,,https://weibo.cn/comment/FwQf7tzXN?uid=6338436450&rl=1
8,看秋本秋,"李记者的今日小作文：帅气美丽爆发的成人apeach回韩国了，韩国空气都变得更清新了~,另外一家：看到我的脸了就加油吧,ㅎㅎㅎㅎ 帅气给予我们能量 ,今天没有再暴雨了吧？ 碗一走就打雷暴雨的[韩国]上空🤣,穿搭满分！！,[哈哈][哈哈][哈哈],李记者又对Apeach宝宝成功追星了,李記者[ok][ok],  ,  这套真的好好看啊 服了姜义建的衣品了,李记者 [作揖][作揖],啊啊啊啊 我爱带真眼镜的姜鹅建！！！眼镜太好看了！！",2017年11月26日,FwPwEgQCg,101,79,https://weibo.cn/comment/FwPwEgQCg?rl=1
5,菌菌团,"特产东北冻梨黑冻梨4斤，我想说你们南方的宝宝吃过吗？[允悲],【劵后18.8】 ,回复,:哈哈 我也是,回复,:哈哈 比冰淇淋好吃 就是夏天吃不到,从来没吃过，也没见过真的[笑cry]电视上看过,小时候最爱吃冻梨啦！[嘻嘻]",2017年11月26日 09:56,FwQf0CSaP,1,,https://weibo.cn/comment/FwQf0CSaP?uid=5144240032&rl=1
,小象王国宝宝宴,宝宝们最喜欢的卡通面包套餐，爸爸妈妈们学起来吧~,2017年11月26日 09:56,FwQeXrdg6,0,,https://weibo.cn/comment/FwQeXrdg6?uid=6018277610&rl=1
1,丘比龙爱挖宝,"易暖堂旗舰店 七彩迷你暖手宝宝，劵后5.1，自发热，免充电，不注水，持续温暖长达8小时[憧憬][憧憬][憧憬] ,下单",2017年11月26日 09:56,FwQeVD60Q,0,,https://weibo.cn/comment/FwQeVD60Q?uid=5941199708&rl=1
60,吆喝喝,"超级想去千玺宝宝的生日会啊！[羞嗒嗒][羞嗒嗒]希望我们宝宝十七岁踏实努力，我会永远支持你的！,  除了水光面膜，我还有超级喜欢自然堂的护手霜和素颜霜啊～不要太好用哦！！补水套装快没了也准备再入的(´-ω-`) [污][污][污]面膜囤了很多，但是大半夜室友都睡了就不扒了，贴面膜的时候随手就拍了，看看我吧[憧憬], ,回复,:谢谢[羞嗒嗒][羞嗒嗒],加油～,回复,:嘎嘎,回复,:[亲亲][亲亲][亲亲],回复,:[心][心],回复,:谢谢(*°∀°)=3,回复,:嘎嘎,回复,:谢谢[羞嗒嗒][羞嗒嗒],加油～,嘎嘎,来了，祝好运,赶来支持,买好车票了",2017年11月21日 23:11,FwaiWsZpv,18,65,https://weibo.cn/comment/FwaiWsZpv?rl=1
4,摄影老照片,"乌镇，一曲似水年华；江南，一阕温婉多情；水乡，一袭梦回千年。  ,刚跟乌镇回来. 别有一番韵味,一定要去一次,[心][钟],[酷]",2017年11月25日 21:56,FwLwIqJ7g,51,13,https://weibo.cn/comment/FwLwIqJ7g?rl=1
1,半透明Shine,"“如果将人生一分为二，前半段人生哲学是‘不犹豫’，后半段人生哲学是‘不后悔’。”, ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:55,FwQeJzgHA,0,,https://weibo.cn/comment/FwQeJzgHA?uid=5069294792&rl=1
6,空白x空白,", , ,【金在中】不小心说了污词（?）笑到不能自已--泰国FM《大象歌》 , ,好想知道说了什么[偷笑],到底说了什么？？？大家的反应都那么夸张！很想知道啊！！,宝宝是真的慌了，哈哈哈哈哈哈哈哈哈, 这孩子笑的9眼泪都出来了[允悲][允悲][允悲]听不懂真让人着急[委屈][委屈][委屈], , 我囧囧还是个孩子呀[坏笑][坏笑][坏笑],cr.superyoungwoong",2017年11月26日 09:47,FwQbqqTBO,10,24,https://weibo.cn/comment/FwQbqqTBO?rl=1
,Tan越越,特别怀念迪米宝宝和麻子在一起的时候,2017年11月26日 09:55,FwQeGhDUW,0,,https://weibo.cn/comment/FwQeGhDUW?uid=3566551300&rl=1
,superchen萌斐,【语言发育慢的是贵人？】麻麻们，在临床上的确有一类说话延迟的宝宝不属于病态，叫做“特发性语言发育延迟”。这种宝宝在智力、听力、行为等方面都是正常的，就是说话很晚，可能到了两岁半或三岁还什么都不会说，能明显感觉到可以听懂大人的话。但其诊断必须由专科医生作出哦。,2017年11月26日 09:55,FwQeH9Lx6,0,,https://weibo.cn/comment/FwQeH9Lx6?uid=3615372222&rl=1
17194,X玖少年团伍嘉成,", 哎呀哎呀，我都害羞了！泷哥！, ，对不起了。啊哈哈哈哈哈哈哈哈啊哈哈啊哈哈哈啊哈哈哈啊哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈！  , ,海底和天台已经没位置了…[喵喵], ,哈哈哈哈, 全程慈母笑[喵喵],小芒果这期你也太可爱了吧[污],宝宝今天录制加油哦[亲亲][亲亲][亲亲],喜欢小伍被撩[太开心]和撩人，但为啥不敢看女生的眼睛[笑cry],回复,:哈哈哈不脱不脱,有时间去看看嗓子吧, , , 我们相约十年，下个十年，下下个十年，下下下个十年，还有一辈子，我们一起野蛮生长！,。。, ,爱你[心],伍想你[失望]",2017年11月22日 09:43,FwerN5J7Y,42464,99479,https://weibo.cn/comment/FwerN5J7Y?rl=1
2,易烊瑞千,", ,有28号看完生日会要回上海的29号要正常上班的宝宝吗？同行可好？[笑cry], ,回复,:我不知道呀，要是知道就好了，我现在不知道怎么买票[抓狂],我看完直接回萧山机场，知道生日会几点结束么",2017年11月26日 09:55,FwQeIkGb1,6,,https://weibo.cn/comment/FwQeIkGb1?uid=5711190255&rl=1
,雨后彩虹6668,真不是这个女人的，所以宝宝后来骂她妖怪。她之后二转卖，三和二次倒卖认识的。吃炸饺，他妈你们要死噢!,2017年11月26日 09:56,FwQf3Baqa,0,,https://weibo.cn/comment/FwQf3Baqa?uid=1749743213&rl=1
,噜噜的一天,"小孩子感冒咳嗽：,一、小孩子比较轻的早期感冒可以用大葱配淡豆豉。大葱带须子，两段。同时淡豆豉5—15克，15克是成人的量。熬汤喝.,二、较重的方：桂枝2.5  白芍6  甘草3  生姜2片  红枣3枚   橘红3  防风4.5  紫苏梗4.5   桔梗3   熬2付。这是一岁宝宝的剂量,感冒用以上的方子两付就康复，如果咳嗽说明肺气降路受阻。桂枝2.4   白芍6  甘草3   防风4.5   桔梗3   杏仁6  生姜两片、红枣3枚.,小孩子的感冒咳嗽大多与食滞有关。就是吃多了，或者吃多了撑的，小孩子消化不良。可以加陈皮3 、炒山楂3—9克 、麸炒枳壳4.5克 、采芸曲4—9克，主要促进消化。咳嗽严重的，引发支气管和肺炎的，加茯苓10、甘草5、干姜3、半夏6、细辛2、五味3 、陈皮8 、麦冬6 、生石膏8 、浙贝母6.",2017年11月26日 09:55,FwQeL0xbj,0,,https://weibo.cn/comment/FwQeL0xbj?uid=2331601885&rl=1
459,TF家族新生-潘政霖,"吃完饭，洗洗碗[兔子] ,是特别乖的小潘了🙈🙈,潘潘！我的乖崽诶！,好久不见，想听你弹钢琴了[悲伤],来帮我洗碗吧，我很懒的，嘻嘻,好乖哦,潘潘，多发微博, 超乖～[羞嗒嗒],好久不见啊小朋友,啊啊啊啊啊啊啊啊啊啊帅！,好乖,小潘的锅盖封印不见了耶，孩子长大了[兔子][兔子][兔子],我们小潘头发撩起来了呀[兔子],呜呜呜好久不见我滴潘[泪][泪],",2017年11月25日 19:11,FwKrI6Cbj,3635,588,https://weibo.cn/comment/FwKrI6Cbj?rl=1
,关耳听风闭眼看云,孕37周了  宝宝足月了  瓜已熟就等蒂落了   我的宝贝你挑好日子哪天退房了么？  天虽冷你可不要懒床噢！  过几天妈妈生日  要不要出来，以后的生日我们一起过,2017年11月26日 09:55,FwQeOynCC,0,,https://weibo.cn/comment/FwQeOynCC?uid=2660996753&rl=1
,Lyric工作室,"先定一个小目标，让, 的新歌 ,  在,勇夺冠军一万年！,看到某些贱人不爽我就很开心了[鼓掌],                           今天也是给宝宝打榜的一天！",2017年11月26日 09:56,FwQf3Ce9W,0,,https://weibo.cn/comment/FwQf3Ce9W?uid=1002192374&rl=1
,芝麻开门儿童摄影上海店,【谁还不是个宝宝啊！3岁小表叔带2岁小侄女买零食，侄女走丢了[允悲]】网友纷纷戏称：这么大个人了咋连个孩子 都看不住？又不是一两岁的小孩子了！都三岁了呢！[doge],2017年11月26日 09:56,FwQf7bYfl,0,,https://weibo.cn/comment/FwQf7bYfl?uid=6042654246&rl=1
1,向左看向前看-这里这里,", [污], 好久不见呀~我们又忘记拍照了………………唯一的一张合照还是给酷酷发过去的系统相机随便照的[草泥马], , , , ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:56,FwQfka3dM,0,,https://weibo.cn/comment/FwQfka3dM?uid=2835993905&rl=1
1,panyy222,", 崔老师，我宝宝15天，我乳腺有点堵塞，乳头有点大，宝宝吸奶好像只吸到乳头，吸不到乳晕，我也不知道她有没有吸到奶吃的？怎么办？乳腺堵塞怎么办，通乳腺太痛，受不了，没去通[泪][泪][泪][泪][泪] , [咆哮]你说的这个问题，我记得崔老师有提到处理方法的，你可以看看：, 魇舫谍月进匝娴鹕茚浅 毫无理想又优柔寡断是一种可悲的心理。——培根",2017年11月26日 09:56,FwQf7sZLq,0,,https://weibo.cn/comment/FwQf7sZLq?uid=1836091264&rl=1
,lloveyou70314,【滋润宝宝的嘴唇不要用手去撕皮】宝宝嘴唇起皮了，妈妈千万不能用手去撕皮。等脱皮软化了，我们可以小心的剪掉或是帮宝宝去掉。当宝宝到了一定年龄，可以试着帮宝宝抹上没有刺激作用的润唇膏液。这样的做法可以有效的防止宝宝的嘴唇再次脱皮。,2017年11月26日 09:56,FwQfdoyUU,0,,https://weibo.cn/comment/FwQfdoyUU?uid=5128191265&rl=1
11,卡姿兰大眼睛仙KAIKING,"[星光][星光]呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜[大哭],  我晕fu fu 了[爱心发光][爱心发光][一箭穿心],cr.WE and 暗星~ ,回复,:小呆毛[大哭][大哭]太奶了太奶了！,啊啊啊我喜欢这颗洋葱头！,回复,:是小宝贝[大哭][大哭],小宝贝五岁！不能再多了！,还是小凯宝宝来的[悲伤][悲伤]抱抱,逆生长[大哭][大哭][大哭][大哭][大哭][大哭],里面的衣服~,长睫毛~,小手手~,卡姿兰大眼睛~",2017年11月26日 09:55,FwQeyinFN,5,1,https://weibo.cn/comment/FwQeyinFN?rl=1
,艹字头的Lan,"问世间谁最坦荡，给,  的, 打榜的我当仁不让！, 努力的为宝宝打榜",2017年11月26日 09:58,FwQfTBm8p,0,,https://weibo.cn/comment/FwQfTBm8p?uid=5460706123&rl=1
,Zy__zyyyyy,"一起床我们家地宝宝已经开始工作了[鼓掌][鼓掌][鼓掌] ,",2017年11月26日 09:56,FwQfdEzrY,0,,https://weibo.cn/comment/FwQfdEzrY?uid=2108717770&rl=1
,SealSnowSean0601,"产后33天，量了一下腰围已经回到62cm了，嘻嘻嘻，开心[心]虽然每天吃吃吃，但体重居然比孕前轻了3kg[二哈],给宝宝剪了新发型，可爱呢[兔子],家里的百合开了，真好呀[太开心]",2017年11月26日 09:56,FwQfewKTd,1,,https://weibo.cn/comment/FwQfewKTd?uid=5619768955&rl=1
1,红包达人君,"【12.8】萱草旗舰店-暖宝宝贴20片       反馈蛮好的，小仙女可以多入点[二哈][二哈]图案也萌萌哒~,领券&下单:, ,达人君，什么时候有森马旗舰店的优惠券",2017年11月26日 09:56,FwQff8pUo,2,,https://weibo.cn/comment/FwQff8pUo?uid=5781346710&rl=1
